cost,datetime,category
1.52,1/12/2023,Clothing
2.33,8/6/2023,Cosmetic
11.83,7/27/2023,Travel
5.41,7/4/2023,Electronics
0.67,7/16/2023,Cosmetic
0.35,9/6/2023,Cosmetic
0.37,5/11/2023,Restaurant
0.49,7/28/2023,Restaurant
0.41,7/27/2023,Restaurant
2.54,9/5/2023,Electronics
29.90,9/17/2023,Travel
0.96,1/5/2023,Restaurant
3.48,10/6/2023,Electronics
12.43,6/8/2023,Travel
0.18,8/1/2023,Market
0.95,9/30/2023,Restaurant
3.10,9/8/2023,Clothing
18.21,5/17/2023,Travel
1.33,8/29/2023,Cosmetic
30.33,7/17/2023,Travel
0.88,9/9/2023,Restaurant
3.59,3/28/2023,Market
1.83,7/22/2023,Clothing
1.02,9/1/2023,Electronics
0.62,8/31/2023,Restaurant
0.84,9/24/2023,Restaurant
1.64,7/30/2023,Market
2.19,7/3/2023,Cosmetic
8.08,2/22/2023,Electronics
0.91,4/1/2023,Restaurant
10.44,9/29/2023,Travel
1.01,4/17/2023,Restaurant
1.07,2/21/2023,Restaurant
8.31,4/20/2023,Travel
21.61,3/14/2023,Travel
30.79,2/16/2023,Travel
0.58,1/1/2023,Restaurant
1.07,8/9/2023,Restaurant
1.14,1/4/2023,Restaurant
2.04,9/23/2023,Cosmetic
13.48,1/29/2023,Travel
1.04,9/11/2023,Restaurant
3.30,5/19/2023,Clothing
14.63,3/31/2023,Travel
21.73,1/21/2023,Travel
4.10,10/12/2023,Electronics
2.31,1/26/2023,Cosmetic
2.83,5/5/2023,Market
11.89,5/22/2023,Travel
1.11,9/27/2023,Cosmetic
7.68,7/6/2023,Electronics
0.20,9/12/2023,Restaurant
0.77,7/25/2023,Cosmetic
1.83,1/21/2023,Cosmetic
0.27,4/2/2023,Restaurant
5.16,5/23/2023,Travel
2.14,5/24/2023,Travel
0.52,9/6/2023,Cosmetic
0.38,5/14/2023,Clothing
2.22,7/11/2023,Clothing
1.87,9/26/2023,Electronics
0.49,9/16/2023,Cosmetic
0.48,7/2/2023,Restaurant
0.59,6/2/2023,Restaurant
0.78,3/17/2023,Clothing
3.49,8/23/2023,Clothing
1.14,2/21/2023,Restaurant
25.09,1/8/2023,Travel
28.04,4/27/2023,Travel
1.49,4/29/2023,Cosmetic
3.13,8/29/2023,Market
3.26,3/11/2023,Clothing
2.30,2/13/2023,Electronics
1.27,2/8/2023,Market
1.74,7/17/2023,Market
1.86,7/7/2023,Cosmetic
0.95,5/9/2023,Restaurant
0.88,2/5/2023,Restaurant
0.80,6/23/2023,Restaurant
2.19,2/12/2023,Cosmetic
9.70,6/8/2023,Electronics
0.36,4/30/2023,Restaurant
3.47,10/7/2023,Clothing
0.84,10/12/2023,Cosmetic
0.65,9/27/2023,Restaurant
5.04,6/29/2023,Market
1.76,8/18/2023,Market
4.26,1/22/2023,Market
7.43,3/19/2023,Travel
18.13,9/24/2023,Travel
1.10,1/12/2023,Restaurant
1.76,3/14/2023,Cosmetic
6.98,2/9/2023,Electronics
1.06,1/5/2023,Clothing
0.85,5/9/2023,Cosmetic
0.14,7/10/2023,Cosmetic
0.32,9/23/2023,Cosmetic
4.73,8/22/2023,Market
1.08,4/14/2023,Market
0.66,1/16/2023,Clothing
9.67,4/6/2023,Electronics
0.39,7/27/2023,Restaurant
3.38,4/16/2023,Market
0.90,2/7/2023,Electronics
0.44,4/10/2023,Restaurant
0.70,9/28/2023,Restaurant
1.58,9/20/2023,Clothing
0.80,8/30/2023,Electronics
1.13,5/5/2023,Restaurant
2.71,8/22/2023,Clothing
0.91,4/8/2023,Electronics
2.88,9/3/2023,Market
2.40,6/8/2023,Travel
4.67,5/21/2023,Market
20.05,3/22/2023,Travel
7.87,1/13/2023,Electronics
3.30,5/19/2023,Clothing
2.09,3/21/2023,Market
1.00,3/25/2023,Clothing
10.84,1/28/2023,Electronics
1.62,2/23/2023,Cosmetic
2.09,10/14/2023,Cosmetic
1.25,6/28/2023,Cosmetic
18.54,2/5/2023,Travel
1.45,6/2/2023,Cosmetic
0.57,6/26/2023,Cosmetic
3.45,1/13/2023,Clothing
9.23,7/3/2023,Electronics
13.30,4/3/2023,Travel
7.94,6/11/2023,Electronics
1.50,9/6/2023,Clothing
1.91,8/27/2023,Market
5.36,4/12/2023,Market
2.02,3/18/2023,Market
4.97,2/7/2023,Electronics
0.47,5/28/2023,Cosmetic
0.44,9/22/2023,Clothing
11.69,5/8/2023,Travel
1.26,2/24/2023,Cosmetic
30.98,7/6/2023,Travel
0.70,3/26/2023,Restaurant
10.04,8/14/2023,Electronics
0.22,2/25/2023,Restaurant
0.52,7/12/2023,Cosmetic
1.51,9/21/2023,Electronics
0.63,7/17/2023,Restaurant
1.20,5/18/2023,Cosmetic
0.53,10/11/2023,Cosmetic
9.46,5/11/2023,Electronics
11.62,5/23/2023,Travel
7.10,5/17/2023,Electronics
0.89,9/29/2023,Cosmetic
5.41,9/15/2023,Market
1.02,1/11/2023,Cosmetic
11.76,3/14/2023,Travel
0.55,5/22/2023,Cosmetic
2.15,5/28/2023,Cosmetic
3.44,3/18/2023,Clothing
0.47,3/17/2023,Market
0.36,6/15/2023,Restaurant
0.70,3/26/2023,Clothing
0.86,7/1/2023,Restaurant
2.52,7/21/2023,Clothing
33.72,2/17/2023,Travel
2.13,5/28/2023,Clothing
0.25,8/31/2023,Restaurant
6.37,3/10/2023,Electronics
0.28,4/18/2023,Restaurant
5.40,2/28/2023,Market
18.93,4/1/2023,Travel
0.52,3/21/2023,Cosmetic
3.80,8/13/2023,Travel
1.54,3/5/2023,Market
10.41,4/19/2023,Electronics
8.96,4/6/2023,Electronics
3.16,4/8/2023,Clothing
1.41,6/20/2023,Cosmetic
0.63,1/15/2023,Restaurant
2.51,6/7/2023,Market
1.06,4/1/2023,Electronics
28.72,5/15/2023,Travel
19.80,1/3/2023,Travel
2.04,1/17/2023,Clothing
2.08,4/7/2023,Cosmetic
2.10,4/8/2023,Cosmetic
1.88,7/20/2023,Clothing
2.88,4/12/2023,Clothing
3.72,2/28/2023,Travel
3.61,3/27/2023,Market
34.08,8/4/2023,Travel
1.63,8/19/2023,Market
26.51,2/18/2023,Travel
17.47,1/6/2023,Travel
0.79,9/24/2023,Market
5.57,8/4/2023,Market
3.18,1/2/2023,Clothing
2.11,1/6/2023,Cosmetic
1.61,10/1/2023,Cosmetic
2.72,5/31/2023,Market
7.22,6/21/2023,Electronics
3.31,9/3/2023,Electronics
0.66,9/5/2023,Restaurant
33.99,5/13/2023,Travel
11.11,8/3/2023,Electronics
1.76,9/16/2023,Clothing
5.74,1/15/2023,Market
0.12,3/9/2023,Cosmetic
0.49,4/25/2023,Restaurant
1.95,5/24/2023,Cosmetic
0.90,4/7/2023,Restaurant
10.64,3/18/2023,Travel
8.77,7/21/2023,Electronics
0.66,6/1/2023,Market
2.05,7/10/2023,Cosmetic
30.13,7/3/2023,Travel
10.26,8/31/2023,Electronics
3.31,9/12/2023,Clothing
32.20,7/23/2023,Travel
30.31,3/15/2023,Travel
0.51,7/29/2023,Restaurant
3.19,5/12/2023,Clothing
18.36,5/24/2023,Travel
6.00,6/20/2023,Electronics
29.85,5/12/2023,Travel
22.05,3/26/2023,Travel
1.06,3/24/2023,Restaurant
2.03,5/8/2023,Clothing
3.93,8/3/2023,Electronics
0.75,2/7/2023,Clothing
23.56,1/2/2023,Travel
1.87,9/20/2023,Clothing
8.01,2/25/2023,Electronics
0.68,7/4/2023,Electronics
15.16,8/22/2023,Travel
9.41,4/26/2023,Electronics
2.70,6/30/2023,Clothing
0.72,1/15/2023,Restaurant
2.03,9/20/2023,Market
0.88,5/19/2023,Restaurant
11.69,3/15/2023,Electronics
4.82,8/21/2023,Travel
0.60,7/26/2023,Restaurant
8.89,1/4/2023,Electronics
13.05,5/22/2023,Travel
1.90,6/18/2023,Electronics
1.82,6/14/2023,Clothing
6.14,7/13/2023,Electronics
6.47,9/11/2023,Electronics
1.75,1/4/2023,Clothing
5.64,2/8/2023,Market
0.78,3/15/2023,Cosmetic
3.13,7/26/2023,Electronics
1.55,7/9/2023,Clothing
5.27,4/7/2023,Market
10.99,1/21/2023,Electronics
0.88,7/30/2023,Restaurant
1.33,9/21/2023,Market
12.34,4/13/2023,Travel
29.17,4/23/2023,Travel
5.40,5/29/2023,Electronics
10.90,5/10/2023,Electronics
0.57,2/27/2023,Restaurant
2.31,4/9/2023,Market
25.57,5/1/2023,Travel
0.69,9/6/2023,Clothing
28.97,9/11/2023,Travel
6.17,3/5/2023,Electronics
0.61,8/27/2023,Restaurant
32.22,2/14/2023,Travel
2.22,2/1/2023,Market
10.12,8/14/2023,Electronics
5.40,6/20/2023,Market
2.79,4/7/2023,Clothing
0.44,3/4/2023,Restaurant
1.72,9/10/2023,Cosmetic
0.74,9/12/2023,Restaurant
2.33,3/16/2023,Clothing
5.77,7/31/2023,Electronics
11.75,10/1/2023,Electronics
5.31,1/15/2023,Market
2.16,8/21/2023,Clothing
0.65,2/3/2023,Restaurant
0.51,5/7/2023,Cosmetic
4.72,3/10/2023,Market
0.63,3/28/2023,Restaurant
0.42,4/7/2023,Cosmetic
2.22,6/4/2023,Cosmetic
1.75,9/29/2023,Market
9.90,3/27/2023,Electronics
10.06,6/16/2023,Electronics
1.46,6/2/2023,Cosmetic
6.10,6/25/2023,Electronics
3.66,5/8/2023,Electronics
0.14,1/26/2023,Cosmetic
0.53,1/26/2023,Clothing
0.57,3/24/2023,Clothing
0.71,7/12/2023,Restaurant
8.64,9/5/2023,Electronics
0.80,3/17/2023,Cosmetic
1.19,9/6/2023,Market
2.95,8/2/2023,Market
9.90,8/4/2023,Travel
2.84,10/2/2023,Clothing
7.45,3/7/2023,Travel
0.77,4/10/2023,Restaurant
1.79,2/12/2023,Clothing
10.15,5/2/2023,Travel
5.12,5/25/2023,Market
0.84,4/8/2023,Cosmetic
0.86,8/9/2023,Restaurant
7.67,7/5/2023,Travel
4.26,5/6/2023,Market
1.28,1/13/2023,Clothing
0.28,8/5/2023,Restaurant
29.75,5/1/2023,Travel
1.15,7/29/2023,Market
4.47,2/28/2023,Market
5.92,3/16/2023,Electronics
1.63,2/4/2023,Cosmetic
1.33,10/1/2023,Cosmetic
0.22,10/11/2023,Restaurant
2.03,5/30/2023,Cosmetic
11.52,9/4/2023,Electronics
0.25,8/16/2023,Restaurant
1.52,3/24/2023,Cosmetic
3.23,1/7/2023,Market
1.35,9/19/2023,Cosmetic
0.55,10/8/2023,Cosmetic
3.68,2/20/2023,Market
8.79,2/12/2023,Electronics
3.21,6/8/2023,Clothing
10.23,5/9/2023,Travel
3.26,9/2/2023,Clothing
1.08,4/26/2023,Restaurant
1.71,2/6/2023,Market
34.88,8/16/2023,Travel
0.83,6/4/2023,Restaurant
1.18,3/8/2023,Clothing
1.64,8/26/2023,Market
4.15,4/30/2023,Market
9.49,4/26/2023,Electronics
0.80,6/7/2023,Clothing
9.96,8/27/2023,Travel
10.22,2/16/2023,Electronics
0.81,4/22/2023,Restaurant
10.19,6/18/2023,Electronics
30.78,8/31/2023,Travel
0.57,8/5/2023,Restaurant
12.56,1/17/2023,Travel
2.06,7/13/2023,Cosmetic
0.88,4/29/2023,Restaurant
0.49,8/26/2023,Cosmetic
4.47,3/7/2023,Market
2.88,7/6/2023,Clothing
0.18,7/30/2023,Restaurant
0.19,3/4/2023,Restaurant
1.31,4/8/2023,Cosmetic
2.10,6/21/2023,Cosmetic
0.53,5/26/2023,Restaurant
11.45,4/12/2023,Electronics
2.39,5/21/2023,Market
1.11,8/24/2023,Restaurant
2.04,1/6/2023,Cosmetic
4.28,5/1/2023,Market
5.22,3/5/2023,Electronics
6.18,5/22/2023,Travel
0.44,2/19/2023,Clothing
18.85,1/22/2023,Travel
10.98,7/25/2023,Electronics
9.22,4/22/2023,Electronics
0.94,5/27/2023,Restaurant
2.17,9/5/2023,Cosmetic
0.81,7/19/2023,Cosmetic
14.66,3/26/2023,Travel
1.39,10/2/2023,Clothing
1.08,9/10/2023,Restaurant
10.27,9/19/2023,Electronics
0.44,5/12/2023,Restaurant
0.17,6/14/2023,Restaurant
0.78,4/26/2023,Restaurant
1.31,2/20/2023,Cosmetic
2.24,3/20/2023,Clothing
1.23,7/7/2023,Cosmetic
4.64,2/4/2023,Market
8.53,3/22/2023,Travel
0.15,3/25/2023,Restaurant
2.71,5/29/2023,Clothing
1.51,5/7/2023,Cosmetic
17.01,4/28/2023,Travel
11.60,1/19/2023,Travel
1.22,5/16/2023,Market
7.59,2/17/2023,Electronics
0.96,3/4/2023,Market
2.32,7/31/2023,Cosmetic
0.60,5/1/2023,Market
14.14,7/12/2023,Travel
6.48,7/23/2023,Electronics
3.18,9/8/2023,Clothing
0.22,5/18/2023,Cosmetic
33.19,10/5/2023,Travel
0.42,5/14/2023,Restaurant
2.57,9/12/2023,Market
1.63,1/20/2023,Cosmetic
10.38,9/24/2023,Electronics
0.66,8/25/2023,Restaurant
0.44,2/13/2023,Market
8.49,9/7/2023,Electronics
15.59,2/6/2023,Travel
11.14,7/25/2023,Electronics
5.08,5/19/2023,Electronics
4.67,3/29/2023,Market
9.70,4/2/2023,Travel
0.24,6/12/2023,Clothing
2.84,6/24/2023,Clothing
2.18,6/13/2023,Cosmetic
0.54,1/11/2023,Clothing
16.69,2/4/2023,Travel
0.26,6/8/2023,Restaurant
0.90,3/5/2023,Market
0.35,8/27/2023,Restaurant
7.29,3/14/2023,Electronics
1.66,7/28/2023,Market
2.70,4/18/2023,Market
0.39,6/23/2023,Restaurant
0.15,2/27/2023,Restaurant
12.51,7/21/2023,Travel
14.55,6/24/2023,Travel
1.95,6/24/2023,Cosmetic
0.25,9/2/2023,Cosmetic
0.56,2/12/2023,Clothing
3.31,5/16/2023,Market
31.87,5/16/2023,Travel
0.97,6/16/2023,Clothing
0.73,9/6/2023,Electronics
0.63,4/14/2023,Restaurant
2.45,5/31/2023,Clothing
2.73,1/20/2023,Clothing
1.68,1/7/2023,Cosmetic
3.17,3/15/2023,Clothing
4.17,5/21/2023,Market
19.43,1/14/2023,Travel
1.05,3/4/2023,Restaurant
2.02,9/8/2023,Clothing
1.62,5/16/2023,Electronics
0.29,1/20/2023,Cosmetic
31.66,3/9/2023,Travel
0.15,5/29/2023,Cosmetic
4.91,6/11/2023,Market
1.56,3/9/2023,Cosmetic
3.90,8/16/2023,Travel
0.41,3/19/2023,Restaurant
11.68,9/3/2023,Electronics
2.58,8/18/2023,Electronics
1.82,2/15/2023,Cosmetic
1.45,2/16/2023,Electronics
9.01,2/25/2023,Electronics
0.93,1/13/2023,Restaurant
0.24,8/31/2023,Restaurant
1.61,2/12/2023,Market
5.62,9/25/2023,Electronics
8.88,4/16/2023,Electronics
8.08,6/20/2023,Electronics
5.88,8/2/2023,Market
0.57,4/5/2023,Restaurant
0.25,8/25/2023,Clothing
1.77,6/20/2023,Electronics
0.74,5/17/2023,Electronics
9.44,5/4/2023,Travel
8.56,5/22/2023,Electronics
18.61,7/19/2023,Travel
26.10,5/2/2023,Travel
1.80,4/5/2023,Cosmetic
0.56,8/11/2023,Restaurant
10.19,8/3/2023,Electronics
3.39,2/7/2023,Clothing
1.95,4/16/2023,Cosmetic
1.78,10/14/2023,Market
8.88,9/28/2023,Electronics
1.13,9/24/2023,Restaurant
0.63,3/5/2023,Clothing
1.37,3/8/2023,Clothing
1.66,4/11/2023,Cosmetic
3.49,4/18/2023,Clothing
5.75,9/17/2023,Market
7.13,2/22/2023,Travel
9.72,10/12/2023,Electronics
0.69,9/18/2023,Clothing
1.24,4/8/2023,Market
0.43,9/6/2023,Restaurant
13.35,3/24/2023,Travel
1.44,1/12/2023,Market
2.45,4/25/2023,Market
1.33,1/9/2023,Cosmetic
1.18,1/3/2023,Market
7.49,10/8/2023,Electronics
1.29,1/28/2023,Cosmetic
4.00,9/3/2023,Electronics
0.85,2/16/2023,Cosmetic
21.39,2/25/2023,Travel
2.94,9/10/2023,Clothing
3.25,7/21/2023,Clothing
3.56,8/12/2023,Market
1.87,2/9/2023,Clothing
9.98,7/13/2023,Electronics
1.89,6/13/2023,Cosmetic
3.94,10/10/2023,Market
0.37,4/1/2023,Cosmetic
1.09,8/23/2023,Restaurant
0.89,4/26/2023,Restaurant
23.93,3/14/2023,Travel
13.08,8/5/2023,Travel
34.54,7/27/2023,Travel
1.94,1/11/2023,Cosmetic
8.10,7/10/2023,Electronics
0.77,6/18/2023,Restaurant
1.64,7/11/2023,Cosmetic
1.83,1/31/2023,Clothing
28.04,4/19/2023,Travel
6.71,2/25/2023,Electronics
1.06,3/13/2023,Cosmetic
2.20,8/2/2023,Cosmetic
7.14,8/25/2023,Electronics
5.67,8/12/2023,Market
0.44,7/29/2023,Restaurant
2.20,2/1/2023,Cosmetic
1.15,9/25/2023,Restaurant
0.31,8/6/2023,Cosmetic
0.72,3/22/2023,Restaurant
27.52,1/15/2023,Travel
0.96,9/14/2023,Restaurant
22.73,7/25/2023,Travel
2.13,6/30/2023,Cosmetic
1.03,5/29/2023,Clothing
4.60,8/10/2023,Travel
1.05,3/10/2023,Cosmetic
1.10,6/8/2023,Restaurant
9.50,6/29/2023,Travel
24.12,5/29/2023,Travel
2.88,2/23/2023,Market
20.64,6/28/2023,Travel
0.72,3/4/2023,Restaurant
0.34,9/24/2023,Restaurant
0.82,9/8/2023,Cosmetic
2.35,6/29/2023,Cosmetic
0.63,5/20/2023,Clothing
0.15,1/10/2023,Restaurant
2.47,8/29/2023,Clothing
27.50,4/15/2023,Travel
2.96,10/9/2023,Clothing
3.05,6/11/2023,Clothing
32.86,6/1/2023,Travel
0.52,8/31/2023,Cosmetic
4.14,9/8/2023,Electronics
1.28,2/8/2023,Cosmetic
0.72,2/28/2023,Restaurant
4.14,3/21/2023,Electronics
3.09,8/11/2023,Clothing
1.51,6/23/2023,Clothing
5.38,9/21/2023,Market
5.01,7/22/2023,Electronics
2.67,8/23/2023,Clothing
2.19,8/14/2023,Cosmetic
1.62,1/26/2023,Clothing
1.23,6/11/2023,Clothing
2.38,3/5/2023,Electronics
0.22,9/14/2023,Restaurant
9.93,3/2/2023,Electronics
5.60,7/26/2023,Market
0.50,10/8/2023,Restaurant
0.54,1/13/2023,Restaurant
30.79,7/25/2023,Travel
28.52,8/21/2023,Travel
1.14,5/7/2023,Cosmetic
3.02,1/9/2023,Market
0.19,2/13/2023,Restaurant
2.29,4/25/2023,Cosmetic
0.71,8/29/2023,Restaurant
2.10,4/15/2023,Clothing
34.71,8/22/2023,Travel
2.88,8/24/2023,Clothing
2.05,6/24/2023,Cosmetic
3.14,8/10/2023,Clothing
10.59,4/5/2023,Travel
11.29,1/18/2023,Electronics
1.85,1/3/2023,Clothing
2.23,5/9/2023,Clothing
2.70,3/31/2023,Clothing
15.32,1/24/2023,Travel
0.15,2/11/2023,Cosmetic
0.94,8/10/2023,Market
0.69,4/3/2023,Cosmetic
4.26,7/13/2023,Market
18.77,6/19/2023,Travel
1.77,7/5/2023,Cosmetic
2.02,6/22/2023,Market
1.27,7/16/2023,Clothing
1.44,1/21/2023,Travel
9.00,3/2/2023,Travel
0.94,3/24/2023,Restaurant
0.71,1/18/2023,Clothing
4.63,8/20/2023,Market
0.55,2/15/2023,Restaurant
0.42,1/7/2023,Clothing
1.31,6/7/2023,Cosmetic
4.92,5/4/2023,Market
2.07,4/3/2023,Clothing
3.79,1/5/2023,Market
2.27,6/30/2023,Cosmetic
1.83,6/17/2023,Clothing
8.58,4/1/2023,Electronics
4.36,8/11/2023,Market
0.36,5/5/2023,Cosmetic
0.92,4/23/2023,Clothing
0.35,8/30/2023,Clothing
2.33,8/27/2023,Cosmetic
30.56,1/29/2023,Travel
1.90,6/13/2023,Cosmetic
7.47,10/8/2023,Electronics
2.92,7/18/2023,Market
0.94,8/13/2023,Restaurant
17.36,4/28/2023,Travel
1.13,6/21/2023,Electronics
5.75,1/17/2023,Travel
2.85,3/17/2023,Travel
0.23,8/4/2023,Cosmetic
1.71,1/28/2023,Travel
1.69,10/12/2023,Cosmetic
13.32,3/27/2023,Travel
4.42,3/27/2023,Market
7.73,6/29/2023,Electronics
1.24,10/5/2023,Cosmetic
8.92,6/12/2023,Travel
0.31,4/4/2023,Cosmetic
4.92,6/12/2023,Market
11.21,5/21/2023,Electronics
9.46,5/24/2023,Electronics
3.61,9/24/2023,Market
1.31,8/24/2023,Cosmetic
2.01,6/6/2023,Cosmetic
5.31,8/22/2023,Market
25.69,5/3/2023,Travel
0.63,7/3/2023,Restaurant
1.33,6/21/2023,Market
5.30,10/7/2023,Electronics
0.36,5/1/2023,Restaurant
5.78,5/2/2023,Market
30.70,10/7/2023,Travel
0.56,6/2/2023,Cosmetic
5.22,7/21/2023,Market
1.34,9/4/2023,Cosmetic
0.46,6/24/2023,Restaurant
1.54,8/26/2023,Electronics
30.69,6/18/2023,Travel
2.16,1/6/2023,Clothing
2.90,10/5/2023,Clothing
1.72,9/4/2023,Cosmetic
1.53,5/22/2023,Clothing
5.64,1/11/2023,Market
1.01,3/23/2023,Restaurant
16.51,3/15/2023,Travel
1.97,9/30/2023,Clothing
0.44,4/3/2023,Restaurant
2.28,7/3/2023,Electronics
0.87,4/29/2023,Clothing
0.33,8/14/2023,Restaurant
33.36,8/24/2023,Travel
1.55,4/4/2023,Cosmetic
1.78,9/13/2023,Clothing
0.63,2/24/2023,Restaurant
4.91,10/5/2023,Travel
1.16,8/13/2023,Restaurant
0.45,7/27/2023,Restaurant
4.64,5/1/2023,Market
4.52,1/25/2023,Market
9.33,9/29/2023,Travel
2.20,6/10/2023,Cosmetic
1.06,6/5/2023,Restaurant
1.24,10/1/2023,Cosmetic
2.16,10/14/2023,Cosmetic
2.95,5/20/2023,Clothing
10.99,8/9/2023,Electronics
17.89,7/11/2023,Travel
1.57,3/21/2023,Cosmetic
0.78,2/8/2023,Market
0.90,8/17/2023,Clothing
0.47,4/13/2023,Restaurant
2.13,1/24/2023,Cosmetic
0.21,8/13/2023,Restaurant
2.29,8/9/2023,Clothing
4.46,2/15/2023,Electronics
12.60,2/2/2023,Travel
0.34,5/4/2023,Cosmetic
0.45,2/1/2023,Restaurant
0.28,3/16/2023,Restaurant
23.91,3/24/2023,Travel
16.58,7/24/2023,Travel
1.39,9/29/2023,Clothing
10.57,10/12/2023,Travel
4.83,1/12/2023,Electronics
0.81,8/6/2023,Restaurant
8.82,9/17/2023,Travel
2.38,7/8/2023,Electronics
0.68,6/19/2023,Clothing
34.57,7/11/2023,Travel
2.39,5/1/2023,Clothing
5.21,7/1/2023,Travel
1.61,10/1/2023,Travel
1.26,10/1/2023,Market
0.97,4/22/2023,Restaurant
32.10,4/11/2023,Travel
0.51,5/9/2023,Clothing
4.23,5/1/2023,Market
1.78,6/3/2023,Cosmetic
3.42,5/18/2023,Clothing
0.89,6/24/2023,Cosmetic
11.13,1/16/2023,Electronics
11.41,8/11/2023,Electronics
1.04,6/8/2023,Clothing
1.64,3/27/2023,Cosmetic
3.93,2/28/2023,Electronics
2.01,1/10/2023,Cosmetic
5.10,5/19/2023,Travel
4.86,8/25/2023,Electronics
5.52,5/4/2023,Market
0.17,1/20/2023,Restaurant
0.71,6/10/2023,Cosmetic
0.36,5/24/2023,Restaurant
4.74,1/24/2023,Travel
0.71,1/2/2023,Restaurant
18.23,9/24/2023,Travel
2.07,8/23/2023,Electronics
5.39,9/23/2023,Market
0.20,1/27/2023,Market
3.71,1/1/2023,Market
3.72,2/26/2023,Electronics
0.28,8/1/2023,Restaurant
2.28,6/11/2023,Cosmetic
0.13,4/19/2023,Cosmetic
5.85,6/8/2023,Market
11.58,2/5/2023,Electronics
0.91,6/11/2023,Restaurant
3.36,6/21/2023,Market
5.96,1/13/2023,Travel
11.42,6/15/2023,Electronics
0.64,7/26/2023,Restaurant
8.56,8/9/2023,Electronics
0.94,7/28/2023,Restaurant
30.23,7/1/2023,Travel
0.67,6/5/2023,Restaurant
4.71,3/17/2023,Electronics
14.37,9/25/2023,Travel
34.54,5/14/2023,Travel
0.19,5/8/2023,Restaurant
0.47,9/10/2023,Restaurant
0.72,7/12/2023,Restaurant
4.30,5/23/2023,Travel
2.35,6/4/2023,Clothing
2.96,4/4/2023,Clothing
3.02,4/14/2023,Clothing
1.81,3/30/2023,Clothing
0.88,3/15/2023,Market
3.45,10/14/2023,Electronics
6.83,1/11/2023,Travel
3.63,8/3/2023,Electronics
33.61,5/23/2023,Travel
18.51,2/27/2023,Travel
5.46,5/13/2023,Market
31.53,3/14/2023,Travel
6.78,2/25/2023,Travel
0.29,8/10/2023,Cosmetic
0.25,8/15/2023,Restaurant
2.19,3/5/2023,Cosmetic
0.60,5/25/2023,Cosmetic
0.97,9/30/2023,Clothing
0.78,3/1/2023,Restaurant
1.40,2/23/2023,Cosmetic
0.38,4/14/2023,Clothing
6.25,1/22/2023,Travel
1.35,3/18/2023,Cosmetic
0.89,9/22/2023,Market
0.41,2/24/2023,Restaurant
8.52,6/2/2023,Travel
3.49,1/28/2023,Market
0.54,8/16/2023,Clothing
1.94,5/24/2023,Cosmetic
2.40,6/29/2023,Clothing
1.15,4/11/2023,Clothing
29.40,5/7/2023,Travel
3.94,3/19/2023,Electronics
3.43,5/30/2023,Market
11.59,7/30/2023,Electronics
0.53,4/8/2023,Restaurant
31.61,7/30/2023,Travel
1.51,4/6/2023,Cosmetic
3.06,2/22/2023,Clothing
1.05,6/18/2023,Clothing
19.95,8/4/2023,Travel
1.00,5/31/2023,Restaurant
30.02,3/7/2023,Travel
18.31,1/2/2023,Travel
0.86,7/6/2023,Clothing
16.11,1/1/2023,Travel
0.27,7/29/2023,Cosmetic
1.85,2/28/2023,Cosmetic
1.15,7/19/2023,Restaurant
0.52,9/14/2023,Restaurant
2.73,2/23/2023,Market
3.39,9/25/2023,Electronics
5.68,2/28/2023,Market
1.74,2/20/2023,Market
0.80,9/28/2023,Cosmetic
2.38,3/16/2023,Market
2.05,2/8/2023,Cosmetic
4.13,8/23/2023,Market
3.58,5/17/2023,Market
0.51,8/25/2023,Cosmetic
2.95,2/6/2023,Clothing
3.20,7/3/2023,Clothing
0.27,2/6/2023,Restaurant
0.82,7/18/2023,Clothing
20.61,7/8/2023,Travel
1.05,8/31/2023,Restaurant
3.29,7/3/2023,Market
3.69,9/9/2023,Market
9.25,1/12/2023,Electronics
29.40,3/10/2023,Travel
2.08,2/1/2023,Cosmetic
2.23,6/6/2023,Clothing
0.45,2/16/2023,Cosmetic
4.09,8/11/2023,Market
1.87,1/5/2023,Cosmetic
19.94,6/21/2023,Travel
17.67,7/30/2023,Travel
12.92,7/21/2023,Travel
0.21,5/23/2023,Cosmetic
0.66,4/16/2023,Restaurant
5.73,6/15/2023,Market
17.24,5/10/2023,Travel
0.95,3/18/2023,Clothing
2.46,7/12/2023,Clothing
11.40,7/27/2023,Electronics
15.92,9/30/2023,Travel
8.84,2/1/2023,Electronics
5.82,9/16/2023,Market
5.03,1/5/2023,Electronics
14.06,7/2/2023,Travel
2.95,5/10/2023,Electronics
12.81,6/30/2023,Travel
0.36,9/24/2023,Restaurant
0.45,6/2/2023,Clothing
2.42,8/12/2023,Electronics
23.17,10/11/2023,Travel
26.77,6/12/2023,Travel
0.37,6/1/2023,Cosmetic
0.24,4/26/2023,Clothing
2.58,7/19/2023,Clothing
1.04,4/27/2023,Restaurant
0.68,7/20/2023,Restaurant
26.96,1/29/2023,Travel
23.24,3/6/2023,Travel
0.73,5/16/2023,Market
4.03,1/26/2023,Market
2.98,6/21/2023,Clothing
0.25,1/15/2023,Restaurant
32.57,4/28/2023,Travel
0.83,2/11/2023,Cosmetic
1.17,6/6/2023,Restaurant
1.28,10/1/2023,Cosmetic
3.33,5/3/2023,Electronics
1.40,5/25/2023,Cosmetic
11.63,8/1/2023,Electronics
0.87,3/18/2023,Clothing
